order_id,order_date,customer_email,country,channel,product_sku,product_name,quantity,unit_price,order_total,weight,currency,status,,
ORD-100513,25-05-2026,customer0689@example.com,ireland,organic,FR-2210,Trail Softshell,2,79,158,0.52,GBP,completed,,06-02-2026
ORD-101081,04-08-2026,customer0910@example.com,United Kingdom,email,FR-2210,Trail Softshell,1,79,79,520,GBP,completed,,25-05-2026
ORD-102342,14-05-2026,customer0175@example.com,GB,organic,FR-5567,Merino Base Layer,2,21.6,43.2,0.19,GBP,completed,,08-04-2026
ORD-101194,30-04-2026,customer1328@example.com,UK,social,FR-7781,Storm Overtrousers,2,95,190,0.41,GBP,completed,,05/14/2026
ORD-100074,03-10-2026,customer1162@example.com,Ireland,organic,FR-3345,CafÃ© Latte Mug,1,80.1,80.1,340,EUR,completed,,30-04-2026
ORD-102495,23-06-2026,customer0997@example.com,Germany,paid_search,FR-4471,Alpine Jacket,1,134.1,134.1,0.64,GBP,completed,,10-03-2026
ORD-100316,28-02-2026,customer0437@example.com,France,organic,FR-3345,CafÃ© Latte Mug,1,GBP71.10,71.1,340,GBP,completed,,23-06-2026
ORD-101614,18-06-2026,customer0340@example.com,Ireland,direct,FR-1120,Fell Runner Cap,-2,95,-190,0.085,GBP,completed,,28-02-2026
ORD-100232,04-04-2026,customer0252@example.com,United Kingdom,social,FR-4471,Alpine Jacket,1,89,89,640,GBP,completed,,18-06-2026
ORD-102922,24-04-2026,customer0179@example.com,GB,paid_search,FR-8890,Summit Down Gilet,2,45,90,0.38,GBP,completed,,04-04-2026
ORD-100933,05-05-2026,customer0820@example.com,gb,social,FR-2210,Trail Softshell,1,45,45,0.52,GBP,completed,,24-04-2026
ORD-100213,03-10-2026,customer0333@example.com,Germany,organic,FR-4471,Alpine Jacket,1,45,45,640,GBP,completed,,05-05-2026
ORD-102610,14-02-2026,customer0524@example.com,gb,paid_search,FR-1120,Fell Runner Cap,3,85.5,256.5,85,EUR,completed,,10-03-2026
ORD-101254,26-05-2026,customer0489@example.com,gb,social,FR-8890,Summit Down Gilet,1,95,95,0.38,GBP,completed,,14-02-2026
ORD-101080,21-02-2026,customer0538@example.com,UK,paid_search,FR-5567,Merino Base Layer,2,11.25,22.5,190,GBP,completed,,26-05-2026
ORD-102165,06-06-2026,customer0051@example.com,UK,email,FR-7781,Storm Overtrousers,1,12.5,12.5,0.41,GBP,refunded,,21-02-2026
ORD-100840,09-03-2026,customer1275@example.com,Germany,social,FR-2210,Trail Softshell,2,129,258,520,EUR,completed,,06-06-2026
ORD-101858,22-04-2026,customer1396@example.com,United Kingdom,email,FR-9902,Trekking Poles,1,149,149,0.52,EUR,completed,,03-09-2026
ORD-101210,20-03-2026,customer0811@example.com,GB,email,FR-3345,CafÃ© Latte Mug,2,12.5,25,340,GBP,completed,,22-04-2026
ORD-102224,06-09-2026,customer0783@example.com,GB,social,FR-3345,CafÃ© Latte Mug,2,85.5,171,0.34,GBP,refunded,,20-03-2026
ORD-100266,16-05-2026,customer1050@example.com,gb,direct,FR-3345,CafÃ© Latte Mug,1,12.5,12.5,0.34,GBP,completed,,09-06-2026
ORD-101621,21-06-2026,customer0949@example.com,UK,direct,FR-4471,Alpine Jacket,1,79,79,0.64,GBP,completed,,16-05-2026
ORD-102104,03-07-2026,customer1321@example.com,ireland,organic,FR-9902,Trekking Poles,3,£12.50,37.5,520,GBP,completed,,06/21/2026
ORD-101472,04-05-2026,customer0868@example.com,United Kingdom,social,FR-2210,Trail Softshell,1,134.1,134.1,520,GBP,refunded,,07-03-2026
ORD-100190,18-04-2026,customer0818@example.com,France,social,FR-8890,Summit Down Gilet,2,129,258,380,EUR,completed,,05-04-2026
ORD-100975,23-03-2026,customer0971@example.com,France,paid_search,FR-4471,Alpine Jacket,1,£40.50,40.5,640,GBP,completed,,18-04-2026
ORD-102961,15-03-2026,customer1116@example.com,GB,email,FR-9902,Trekking Poles,3,£79.00,237,520,GBP,completed,,03/23/2026
ORD-100807,27-06-2026,customer1101@example.com,GB,email,FR-4471,Alpine Jacket,3,£129.00,387,0.64,GBP,completed,,03/15/2026
ORD-101453,02-03-2026,customer0731@example.com,France,paid_search,FR-9902,Trekking Poles,3,134.1,402.3,520,GBP,refunded,,27-06-2026
ORD-101195,04-04-2026,customer1333@example.com, UK,organic,FR-8890,Summit Down Gilet,1,95,95,380,EUR,completed,,03-02-2026
ORD-102204,19-02-2026,customer0322@example.com,France,paid_search,FR-9902,Trekking Poles,2,45,90,520,GBP,refunded,,04-04-2026
ORD-102884,06-02-2026,customer0141@example.com,GB,organic,FR-4471,Alpine Jacket,3,79,237,0.64,GBP,completed,,19-02-2026
ORD-100417,04-10-2026,customer0424@example.com,Germany,paid_search,FR-9902,Trekking Poles,3,134.1,402.3,520,GBP,refunded,,02-06-2026
ORD-101045,07-04-2026,customer0780@example.com,UK,organic,FR-1120,Fell Runner Cap,1,24,24,0.085,GBP,refunded,,10-04-2026
ORD-100055,02-08-2026,customer0368@example.com,Germany,social,FR-4471,Alpine Jacket,1,40.5,40.5,640,GBP,completed,,04-07-2026
ORD-102738,07-04-2026,customer0967@example.com,United Kingdom,organic,FR-3345,CafÃ© Latte Mug,2,40.5,81,0.34,GBP,completed,,08-02-2026
ORD-102947,22-02-2026,customer1148@example.com,France,organic,FR-8890,Summit Down Gilet,3,134.1,402.3,380,GBP,refunded,,04-07-2026
ORD-100176,15-04-2026,customer0066@example.com,France,email,FR-9902,Trekking Poles,1,71.1,71.1,520,GBP,refunded,,22-02-2026
ORD-100002,04-10-2026,customer0534@example.com,gb,direct,FR-9902,Trekking Poles,2,116.1,232.2,520,GBP,completed,,15-04-2026
ORD-102157,19-06-2026,customer1082@example.com,United Kingdom,email,FR-2210,Trail Softshell,1,71.1,71.1,0.52,GBP,completed,,10-04-2026
ORD-101601,25-04-2026,customer0701@example.com,Ireland,direct,FR-3345,CafÃ© Latte Mug,1,79,79,0.34,GBP,completed,,19-06-2026
ORD-101074,21-04-2026,customer0112@example.com,France,direct,FR-9902,Trekking Poles,3,79,237,0.52,GBP,completed,,04/25/2026
ORD-100942,27-02-2026,customer0241@example.com,GB,paid_search,FR-7781,Storm Overtrousers,1,85.5,85.5,410,EUR,completed,,21-04-2026
ORD-100366,29-06-2026,customer1197@example.com,France,social,FR-3345,CafÃ© Latte Mug,1,21.6,21.6,0.34,GBP,completed,,27-02-2026
ORD-102877,07-02-2026,customer0183@example.com,gb,social,FR-5567,Merino Base Layer,2,79,158,0.19,GBP,refunded,,29-06-2026
ORD-101983,19-01-2026,customer0319@example.com,gb,social,FR-2210,Trail Softshell,2,116.1,197.37,520,GBP,completed,,02-07-2026
ORD-101503,28-06-2026,customer0805@example.com,GB,paid_search,FR-2210,Trail Softshell,1,£24.00,20.4,0.52,GBP,completed,,19-01-2026
ORD-102601,02-06-2026,customer0445@example.com,Ireland,email,FR-5567,Merino Base Layer,1,12.5,12.5,190,EUR,completed,,28-06-2026
ORD-102788,16-02-2026,customer1198@example.com,uk ,direct,FR-4471,Alpine Jacket,1,79,79,640,EUR,completed,,06-02-2026
ORD-101798,03-09-2026,customer1340@example.com,ireland,paid_search,FR-3345,CafÃ© Latte Mug,1,95,95,340,GBP,completed,,16-02-2026
ORD-101894,03-02-2026,customer0793@example.com,United Kingdom,direct,FR-1120,Fell Runner Cap,1,11.25,11.25,85,GBP,refunded,,09-03-2026
ORD-100813,16-04-2026,customer0276@example.com,United Kingdom,organic,FR-7781,Storm Overtrousers,2,21.6,43.2,410,GBP,refunded,,02-03-2026
ORD-101145,28-06-2026,customer0656@example.com,gb,social,FR-4471,Alpine Jacket,1,79,79,0.64,GBP,completed,,16-04-2026
ORD-101765,07-05-2026,customer1083@example.com,uk ,social,FR-4471,Alpine Jacket,1,24,24,0.64,GBP,refunded,,28-06-2026
ORD-100197,02-05-2026,customer1281@example.com,UK,email,FR-7781,Storm Overtrousers,1,149,119.2,0.41,GBP,refunded,,05-07-2026
ORD-101323,04-08-2026,customer0393@example.com,ireland,paid_search,FR-3345,CafÃ© Latte Mug,1,24,24,340,GBP,completed,,05-02-2026
ORD-101147,17-02-2026,customer1348@example.com,France,organic,FR-2210,Trail Softshell,2,24,48,520,EUR,completed,,08-04-2026
ORD-102804,27-01-2026,customer1286@example.com,United Kingdom,organic,FR-9902,Trekking Poles,2,79,158,520,GBP,completed,,17-02-2026
ORD-101409,28-01-2026,customer0918@example.com,United Kingdom,email,FR-5567,Merino Base Layer,2,85.5,171,190,GBP,refunded,,27-01-2026
ORD-101769,22-02-2026,customer0399@example.com, UK,email,FR-1120,Fell Runner Cap,1,11.25,11.25,85,GBP,completed,,28-01-2026
ORD-101169,05-06-2026,customer0680@example.com,uk ,paid_search,FR-5567,Merino Base Layer,1,11.25,11.25,0.19,GBP,completed,,22-02-2026
ORD-100632,06-10-2026,customer0837@example.com,UK,email,FR-7781,Storm Overtrousers,2,71.1,142.2,0.41,GBP,refunded,,06-05-2026
ORD-102853,21-02-2026,customer1168@example.com, UK,direct,FR-1120,Fell Runner Cap,2,149,298,85,EUR,completed,,10-06-2026
ORD-100258,22-03-2026,customer0193@example.com,France,direct,FR-9902,Trekking Poles,2,129,258,520,EUR,completed,,02/21/2026
ORD-100029,22-04-2026,customer0474@example.com,GB,organic,FR-4471,Alpine Jacket,1,95,95,0.64,GBP,completed,,22-03-2026
ORD-100658,14-05-2026,customer0978@example.com,UK,email,FR-2210,Trail Softshell,3,40.5,121.5,0.52,GBP,refunded,,22-04-2026
ORD-102380,03-06-2026,customer1207@example.com,GB,social,FR-4471,Alpine Jacket,2,71.1,142.2,640,GBP,completed,,14-05-2026
ORD-100671,27-02-2026,customer0986@example.com,France,direct,FR-3345,CafÃ© Latte Mug,2,GBP89.00,178,340,GBP,completed,,06-03-2026
ORD-102147,13-03-2026,customer0914@example.com, UK,direct,FR-7781,Storm Overtrousers,1,95,85.5,410,GBP,completed,,27-02-2026
ORD-102861,01-08-2026,customer0248@example.com,United Kingdom,direct,FR-3345,CafÃ© Latte Mug,1,£149.00,119.2,340,GBP,completed,,03/13/2026
ORD-102790,16-05-2026,customer1202@example.com,UK,email,FR-7781,Storm Overtrousers,2,24,48,0.41,GBP,completed,,08-01-2026
ORD-100578,18-03-2026,customer0669@example.com,Germany,paid_search,FR-2210,Trail Softshell,-2,24,-48,520,GBP,completed,,05/16/2026
ORD-100714,07-02-2026,customer0782@example.com,United Kingdom,paid_search,FR-4471,Alpine Jacket,1,95,95,0.64,GBP,refunded,,18-03-2026
ORD-102666,28-06-2026,customer0668@example.com,UK,direct,FR-9902,Trekking Poles,1,95,95,0.52,GBP,completed,,02-07-2026
ORD-100766,06-05-2026,customer0643@example.com,Germany,paid_search,FR-4471,Alpine Jacket,3,12.5,37.5,0.64,GBP,completed,,28-06-2026
ORD-100066,15-03-2026,customer0604@example.com,gb,paid_search,FR-4471,Alpine Jacket,3,149,447,640,EUR,completed,,05-06-2026
ORD-100821,17-04-2026,customer0404@example.com,uk ,direct,FR-1120,Fell Runner Cap,1,79,79,85,GBP,completed,,03/15/2026
ORD-101537,16-04-2026,customer0581@example.com,Germany,direct,FR-9902,Trekking Poles,3,£85.50,256.5,520,EUR,completed,,17-04-2026
ORD-102254,07-04-2026,customer1320@example.com,Germany,social,FR-5567,Merino Base Layer,2,12.5,25,0.19,GBP,refunded,,04/16/2026
ORD-101407,25-01-2026,customer1145@example.com,Ireland,paid_search,FR-8890,Summit Down Gilet,3,71.1,213.3,380,GBP,completed,,04-07-2026
ORD-102858,16-04-2026,customer1281@example.com,Ireland,organic,FR-1120,Fell Runner Cap,2,95,190,85,GBP,completed,,25-01-2026
ORD-101198,25-05-2026,customer0571@example.com,United Kingdom,email,FR-4471,Alpine Jacket,1,89,89,0.64,GBP,completed,,16-04-2026
ORD-100633,17-02-2026,customer0026@example.com, UK,organic,FR-1120,Fell Runner Cap,1,12.5,12.5,85,EUR,completed,,25-05-2026
ORD-102070,22-03-2026,customer0224@example.com, UK,direct,FR-5567,Merino Base Layer,1,85.5,85.5,190,GBP,completed,,17-02-2026
ORD-101312,05-01-2026,customer1266@example.com,ireland,email,FR-1120,Fell Runner Cap,2,45,81,0.085,GBP,completed,,22-03-2026
ORD-101228,25-02-2026,customer1296@example.com,UK,social,FR-1120,Fell Runner Cap,2,89,178,85,GBP,completed,,01-05-2026
ORD-101831,21-03-2026,customer0335@example.com,Ireland,paid_search,FR-8890,Summit Down Gilet,2,134.1,268.2,380,GBP,completed,,25-02-2026
ORD-102537,18-03-2026,customer0350@example.com,Ireland,organic,FR-4471,Alpine Jacket,1,95,95,640,GBP,completed,,21-03-2026
ORD-102327,16-04-2026,customer0692@example.com, UK,email,FR-1120,Fell Runner Cap,1,45,45,85,GBP,completed,,03/18/2026
ORD-102350,16-05-2026,customer0446@example.com,United Kingdom,direct,FR-3345,CafÃ© Latte Mug,2,12.5,25,0.34,GBP,completed,,16-04-2026
ORD-101258,14-01-2026,customer0162@example.com, UK,paid_search,FR-7781,Storm Overtrousers,1,79,79,410,GBP,completed,,16-05-2026
ORD-100872,02-12-2026,customer0949@example.com, UK,paid_search,FR-1120,Fell Runner Cap,2,40.5,81,85,GBP,completed,,14-01-2026
ORD-101953,01-11-2026,customer0892@example.com, UK,direct,FR-2210,Trail Softshell,1,12.5,12.5,520,GBP,completed,,12-02-2026
ORD-102854,28-03-2026,customer0223@example.com,Germany,direct,FR-7781,Storm Overtrousers,1,45,45,410,GBP,completed,,11-01-2026
ORD-101941,25-04-2026,customer0378@example.com,UK,direct,FR-7781,Storm Overtrousers,3,21.6,64.8,0.41,GBP,completed,,28-03-2026
ORD-100174,15-05-2026,customer0277@example.com, UK,direct,FR-4471,Alpine Jacket,1,£149.00,149,0.64,EUR,completed,,25-04-2026
ORD-102253,05-02-2026,customer1099@example.com,United Kingdom,paid_search,FR-2210,Trail Softshell,2,129,258,0.52,GBP,completed,,15-05-2026
ORD-101803,01-09-2026,customer0705@example.com,United Kingdom,paid_search,FR-2210,Trail Softshell,1,89,89,520,GBP,completed,,02-05-2026
ORD-101942,03-05-2026,customer0088@example.com,uk ,social,FR-2210,Trail Softshell,1,71.1,71.1,520,EUR,completed,,09-01-2026
ORD-101847,05-09-2026,customer0482@example.com,uk ,organic,FR-7781,Storm Overtrousers,-1,89,-89,0.41,EUR,completed,,05-03-2026
ORD-100106,05-07-2026,customer0081@example.com,UK,email,FR-7781,Storm Overtrousers,3,116.1,348.3,0.41,GBP,completed,,09-05-2026
ORD-102538,03-04-2026,customer0759@example.com,UK,paid_search,FR-7781,Storm Overtrousers,2,80.1,160.2,410,EUR,refunded,,07-05-2026
ORD-100231,02-02-2026,customer0742@example.com,ireland,organic,FR-4471,Alpine Jacket,2,80.1,160.2,640,GBP,refunded,,04-03-2026
ORD-100378,23-03-2026,customer0128@example.com,gb,email,FR-3345,CafÃ© Latte Mug,2,21.6,43.2,340,EUR,completed,,02-02-2026
ORD-101361,13-04-2026,customer1352@example.com,uk ,social,FR-1120,Fell Runner Cap,2,95,190,85,EUR,refunded,,23-03-2026
ORD-102114,26-01-2026,customer0212@example.com,United Kingdom,paid_search,FR-9902,Trekking Poles,3,85.5,256.5,520,GBP,completed,,13-04-2026
ORD-101105,03-09-2026,customer0942@example.com,Germany,email,FR-4471,Alpine Jacket,1,89,89,640,GBP,completed,,26-01-2026
ORD-102138,01-12-2026,customer0464@example.com, UK,email,FR-2210,Trail Softshell,2,GBP45.00,90,520,GBP,completed,,09-03-2026
ORD-100180,03-04-2026,customer0631@example.com,Germany,social,FR-7781,Storm Overtrousers,2,149,298,410,GBP,completed,,12-01-2026
ORD-102142,11-06-2026,customer0820@example.com,gb,direct,FR-3345,CafÃ© Latte Mug,1,40.5,40.5,0.34,GBP,refunded,,04-03-2026
ORD-102627,06-05-2026,customer0129@example.com,GB,social,FR-8890,Summit Down Gilet,3,95,285,0.38,GBP,completed,,06-11-2026
ORD-101753,25-01-2026,customer1103@example.com,uk ,direct,FR-9902,Trekking Poles,1,24,24,520,GBP,refunded,,05-06-2026
ORD-100113,06-01-2026,customer0442@example.com,Germany,email,FR-9902,Trekking Poles,1,40.5,40.5,0.52,GBP,completed,,01/25/2026
ORD-101252,25-04-2026,customer0406@example.com,Germany,paid_search,FR-3345,CafÃ© Latte Mug,1,21.6,21.6,0.34,GBP,refunded,,01-06-2026
ORD-100895,26-03-2026,customer1315@example.com, UK,direct,FR-8890,Summit Down Gilet,1,45,45,380,GBP,completed,,25-04-2026
ORD-100567,16-04-2026,customer0497@example.com,UK,paid_search,FR-2210,Trail Softshell,2,£89.00,178,520,GBP,refunded,,26-03-2026
ORD-100088,15-06-2026,customer0571@example.com,UK,organic,FR-8890,Summit Down Gilet,3,79,237,0.38,GBP,completed,,16-04-2026
ORD-101986,06-11-2026,customer0901@example.com,GB,direct,FR-4471,Alpine Jacket,1,12.5,12.5,0.64,EUR,completed,,15-06-2026
ORD-102108,21-05-2026,customer1043@example.com,UK,social,FR-8890,Summit Down Gilet,1,129,109.65,0.38,EUR,refunded,,11-06-2026
ORD-101809,16-01-2026,customer1344@example.com,France,direct,FR-5567,Merino Base Layer,1,GBP24.00,24,190,GBP,completed,,21-05-2026
ORD-101473,06-05-2026,customer1138@example.com,France,paid_search,FR-7781,Storm Overtrousers,2,71.1,142.2,0.41,EUR,completed,,16-01-2026
ORD-102094,17-06-2026,customer0630@example.com,Germany,paid_search,FR-2210,Trail Softshell,3,24,72,0.52,GBP,completed,,05-06-2026
ORD-100793,04-01-2026,customer1136@example.com,GB,email,FR-3345,CafÃ© Latte Mug,3,24,72,340,GBP,refunded,,17-06-2026
ORD-102703,10-01-2026,customer0261@example.com,ireland,direct,FR-8890,Summit Down Gilet,1,45,45,380,GBP,refunded,,01-04-2026
ORD-102898,23-03-2026,customer1027@example.com,UK,email,FR-4471,Alpine Jacket,1,45,40.5,640,GBP,completed,,01-10-2026
ORD-100576,22-01-2026,customer0422@example.com,ireland,email,FR-3345,CafÃ© Latte Mug,2,12.5,25,340,GBP,completed,,23-03-2026
ORD-100421,02-01-2026,customer0534@example.com,United Kingdom,organic,FR-4471,Alpine Jacket,3,95,242.25,640,GBP,refunded,,22-01-2026
ORD-101978,25-01-2026,customer1208@example.com,United Kingdom,email,FR-7781,Storm Overtrousers,1,24,24,410,GBP,completed,,01-02-2026
ORD-100687,03-07-2026,customer0296@example.com,Germany,paid_search,FR-4471,Alpine Jacket,1,149,149,640,GBP,refunded,,25-01-2026
ORD-101644,27-02-2026,customer0193@example.com,gb,social,FR-1120,Fell Runner Cap,1,11.25,11.25,85,GBP,completed,,07-03-2026
ORD-101680,22-02-2026,customer0804@example.com,Ireland,direct,FR-4471,Alpine Jacket,2,45,90,640,GBP,completed,,27-02-2026
ORD-101970,22-05-2026,customer0884@example.com, UK,social,FR-1120,Fell Runner Cap,1,12.5,12.5,0.085,GBP,completed,,22-02-2026
ORD-101100,25-02-2026,customer0226@example.com,gb,paid_search,FR-7781,Storm Overtrousers,2,11.25,22.5,410,EUR,refunded,,22-05-2026
ORD-100360,18-02-2026,customer1233@example.com,Ireland,direct,FR-7781,Storm Overtrousers,2,89,178,410,GBP,completed,,25-02-2026
ORD-101063,07-01-2026,customer0542@example.com,uk ,organic,FR-1120,Fell Runner Cap,1,129,129,0.085,GBP,completed,,18-02-2026
ORD-101098,06-09-2026,customer1071@example.com,GB,social,FR-1120,Fell Runner Cap,2,89,178,0.085,GBP,completed,,01-07-2026
ORD-102250,03-12-2026,customer1229@example.com,gb,organic,FR-8890,Summit Down Gilet,2,11.25,22.5,380,GBP,refunded,,09-06-2026
ORD-102265,17-02-2026,customer0946@example.com,uk ,email,FR-8890,Summit Down Gilet,1,80.1,80.1,380,GBP,completed,,12-03-2026
ORD-101110,27-02-2026,customer1387@example.com,Ireland,social,FR-4471,Alpine Jacket,1,24,24,640,GBP,completed,,17-02-2026
ORD-101084,05-08-2026,customer0988@example.com,Ireland,direct,FR-5567,Merino Base Layer,2,89,178,0.19,EUR,refunded,,27-02-2026
ORD-102036,06-10-2026,customer0021@example.com,UK,paid_search,FR-4471,Alpine Jacket,2,40.5,81,0.64,EUR,completed,,08-05-2026
ORD-100466,04-05-2026,customer0506@example.com, UK,organic,FR-1120,Fell Runner Cap,1,GBP149.00,149,85,GBP,refunded,,10-06-2026
ORD-102770,02-01-2026,customer0511@example.com,ireland,social,FR-4471,Alpine Jacket,2,129,258,640,EUR,completed,,05-04-2026
ORD-101486,03-07-2026,customer0423@example.com,GB,social,FR-9902,Trekking Poles,2,£89.00,178,520,EUR,refunded,,01-02-2026
ORD-101939,19-03-2026,customer0939@example.com,uk ,organic,FR-9902,Trekking Poles,2,12.5,25,520,EUR,completed,,07-03-2026
ORD-102477,23-05-2026,customer0955@example.com,uk ,direct,FR-9902,Trekking Poles,-1,89,-89,0.52,GBP,completed,,19-03-2026
ORD-100737,05-02-2026,customer0784@example.com,GB,social,FR-3345,CafÃ© Latte Mug,2,40.5,81,0.34,GBP,completed,,23-05-2026
ORD-101229,12-03-2026,customer0914@example.com, UK,organic,FR-8890,Summit Down Gilet,3,95,228,380,GBP,refunded,,02-05-2026
ORD-101709,04-04-2026,customer0616@example.com,gb,email,FR-8890,Summit Down Gilet,1,95,95,380,GBP,refunded,,03-12-2026
ORD-100410,24-04-2026,customer1189@example.com,Ireland,paid_search,FR-5567,Merino Base Layer,1,21.6,21.6,0.19,GBP,completed,,04-04-2026
ORD-101802,13-06-2026,customer1005@example.com,Germany,email,FR-1120,Fell Runner Cap,1,79,79,0.085,EUR,completed,,24-04-2026
ORD-102668,27-02-2026,customer0781@example.com,gb,email,FR-2210,Trail Softshell,1,95,95,520,EUR,refunded,,13-06-2026
ORD-100751,18-06-2026,customer0093@example.com,GB,email,FR-2210,Trail Softshell,2,95,190,0.52,GBP,completed,,27-02-2026
ORD-101390,04-08-2026,customer0723@example.com,Germany,organic,FR-7781,Storm Overtrousers,2,79,158,410,GBP,completed,,18-06-2026
ORD-101278,28-05-2026,customer0345@example.com,France,direct,FR-8890,Summit Down Gilet,2,GBP134.10,268.2,0.38,GBP,completed,,08-04-2026
ORD-100919,06-02-2026,customer0133@example.com,ireland,organic,FR-3345,CafÃ© Latte Mug,1,149,134.1,0.34,GBP,refunded,,28-05-2026
ORD-101131,20-04-2026,customer0741@example.com,France,direct,FR-5567,Merino Base Layer,1,45,38.25,0.19,GBP,refunded,,02-06-2026
ORD-100601,29-04-2026,customer0270@example.com,Germany,organic,FR-3345,CafÃ© Latte Mug,-1,89,-89,0.34,GBP,completed,,20-04-2026
ORD-100123,28-05-2026,customer0173@example.com,France,social,FR-8890,Summit Down Gilet,1,129,129,0.38,GBP,completed,,29-04-2026
ORD-100626,03-11-2026,customer0966@example.com,uk ,direct,FR-3345,CafÃ© Latte Mug,1,45,45,340,GBP,completed,,28-05-2026
ORD-102356,04-02-2026,customer1007@example.com,United Kingdom,direct,FR-2210,Trail Softshell,2,21.6,43.2,520,GBP,completed,,11-03-2026
ORD-102154,28-05-2026,customer0694@example.com,uk ,direct,FR-7781,Storm Overtrousers,1,12.5,12.5,0.41,GBP,completed,,02-04-2026
ORD-102834,13-06-2026,customer0883@example.com,gb,direct,FR-3345,CafÃ© Latte Mug,2,71.1,142.2,0.34,GBP,completed,,28-05-2026
ORD-101892,18-02-2026,customer1293@example.com,GB,social,FR-7781,Storm Overtrousers,1,79,79,410,GBP,completed,,13-06-2026
ORD-100075,05-04-2026,customer0055@example.com,uk ,paid_search,FR-9902,Trekking Poles,1,£24.00,24,0.52,GBP,refunded,,18-02-2026
ORD-101029,19-01-2026,customer1150@example.com,GB,organic,FR-3345,CafÃ© Latte Mug,1,21.6,18.36,340,GBP,completed,,04-05-2026
ORD-101385,14-01-2026,customer0869@example.com, UK,paid_search,FR-7781,Storm Overtrousers,1,95,95,410,GBP,refunded,,19-01-2026
ORD-100488,04-01-2026,customer0841@example.com,UK,direct,FR-8890,Summit Down Gilet,2,80.1,160.2,380,GBP,completed,,14-01-2026
ORD-100403,30-01-2026,customer1319@example.com,GB,social,FR-7781,Storm Overtrousers,1,149,126.65,410,GBP,refunded,,01-04-2026
ORD-100204,14-02-2026,customer0272@example.com,GB,direct,FR-4471,Alpine Jacket,2,11.25,22.5,640,EUR,completed,,01/30/2026
ORD-102073,29-06-2026,customer1143@example.com,Germany,social,FR-1120,Fell Runner Cap,3,149,447,0.085,GBP,completed,,14-02-2026
ORD-101611,24-03-2026,customer0543@example.com,United Kingdom,organic,FR-9902,Trekking Poles,1,116.1,116.1,520,GBP,refunded,,06/29/2026
ORD-102384,24-06-2026,customer0119@example.com,Germany,social,FR-5567,Merino Base Layer,1,£79.00,79,0.19,GBP,completed,,24-03-2026
ORD-100873,23-01-2026,customer0561@example.com,gb,paid_search,FR-4471,Alpine Jacket,2,89,178,640,EUR,completed,,24-06-2026
ORD-101019,16-02-2026,customer0328@example.com,GB,social,FR-1120,Fell Runner Cap,2,GBP21.60,43.2,85,EUR,completed,,23-01-2026
ORD-101365,02-11-2026,customer1166@example.com,Germany,social,FR-5567,Merino Base Layer,2,24,48,190,GBP,refunded,,16-02-2026
ORD-100725,28-02-2026,customer1358@example.com,uk ,organic,FR-9902,Trekking Poles,2,GBP89.00,178,520,GBP,refunded,,11-02-2026
ORD-100339,22-04-2026,customer0360@example.com, UK,direct,FR-1120,Fell Runner Cap,2,95,190,0.085,GBP,completed,,28-02-2026
ORD-101159,03-11-2026,customer0620@example.com,UK,paid_search,FR-3345,CafÃ© Latte Mug,1,95,95,340,GBP,completed,,22-04-2026
ORD-101399,19-05-2026,customer0082@example.com,gb,organic,FR-7781,Storm Overtrousers,3,79,237,0.41,GBP,completed,,11-03-2026
ORD-102321,26-06-2026,customer0055@example.com,Germany,email,FR-5567,Merino Base Layer,2,40.5,81,0.19,GBP,completed,,05/19/2026
ORD-101223,19-06-2026,customer1034@example.com,France,email,FR-3345,CafÃ© Latte Mug,3,149,447,0.34,EUR,completed,,06/26/2026
ORD-102528,28-04-2026,customer0227@example.com,uk ,paid_search,FR-1120,Fell Runner Cap,3,79,237,0.085,GBP,completed,,19-06-2026
ORD-100427,03-01-2026,customer0004@example.com,UK,social,FR-4471,Alpine Jacket,3,11.25,33.75,640,GBP,refunded,,28-04-2026
ORD-100998,02-05-2026,customer0596@example.com, UK,email,FR-5567,Merino Base Layer,3,79,237,190,GBP,refunded,,01-03-2026
ORD-102261,31-05-2026,customer1184@example.com,uk ,direct,FR-5567,Merino Base Layer,2,116.1,232.2,0.19,GBP,completed,,05-02-2026
ORD-102231,25-01-2026,customer1276@example.com,UK,paid_search,FR-1120,Fell Runner Cap,1,89,89,85,GBP,refunded,,31-05-2026
ORD-102827,02-10-2026,customer0528@example.com,uk ,organic,FR-1120,Fell Runner Cap,2,79,158,85,GBP,completed,,25-01-2026
ORD-101575,30-06-2026,customer0944@example.com,Ireland,social,FR-5567,Merino Base Layer,1,GBP89.00,89,0.19,GBP,refunded,,10-02-2026
ORD-102434,25-01-2026,customer1276@example.com,Germany,paid_search,FR-3345,CafÃ© Latte Mug,3,134.1,402.3,340,GBP,refunded,,30-06-2026
ORD-100850,20-05-2026,customer1053@example.com,United Kingdom,social,FR-3345,CafÃ© Latte Mug,2,45,90,0.34,EUR,completed,,25-01-2026
ORD-101044,03-12-2026,customer1173@example.com, UK,paid_search,FR-2210,Trail Softshell,2,24,48,520,GBP,completed,,05/20/2026
ORD-101860,04-02-2026,customer0752@example.com,UK,organic,FR-7781,Storm Overtrousers,1,40.5,40.5,410,GBP,completed,,12-03-2026
ORD-100045,11-03-2026,customer0892@example.com,United Kingdom,direct,FR-7781,Storm Overtrousers,2,149,298,410,EUR,completed,,02-04-2026
